"REF_DATE","GEO","DGUID","Interprovincial migrants","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2002/2003","Northwest Territories","2016A000261","Out-migrants","Persons","249","units","0","v466516","16.14","2420","","","","0"
"2002/2003","Northwest Territories","2016A000261","Net-migration","Persons","249","units","0","v466530","16.15","242","","","","0"
"2002/2003","Nunavut","2016A000262","In-migrants","Persons","249","units","0","v466502","17.13","943","","","","0"
"2002/2003","Nunavut","2016A000262","Out-migrants","Persons","249","units","0","v466517","17.14","1141","","","","0"
"2002/2003","Nunavut","2016A000262","Net-migration","Persons","249","units","0","v466531","17.15","-198","","","","0"
"2003/2004","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","261380","","","","0"
"2003/2004","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","261380","","","","0"
"2003/2004","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","8397","","","","0"
"2003/2004","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","10424","","","","0"
"2003/2004","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-2027","","","","0"
"2003/2004","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","2570","","","","0"
"2003/2004","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","2426","","","","0"
"2003/2004","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","144","","","","0"
"2003/2004","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","15087","","","","0"
"2003/2004","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","15859","","","","0"
"2003/2004","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","-772","","","","0"
"2003/2004","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","10690","","","","0"
"2003/2004","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","11450","","","","0"
"2003/2004","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-760","","","","0"
"2003/2004","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","23727","","","","0"
"2003/2004","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","24549","","","","0"
"2003/2004","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-822","","","","0"
"2003/2004","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","57186","","","","0"
"2003/2004","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","64121","","","","0"
"2003/2004","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","-6935","","","","0"
"2003/2004","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","13301","","","","0"
"2003/2004","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","15866","","","","0"
"2003/2004","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-2565","","","","0"
"2003/2004","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","14551","","","","0"
"2003/2004","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","19072","","","","0"
"2003/2004","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-4521","","","","0"
"2003/2004","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","60822","","","","0"
"2003/2004","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","50216","","","","0"
"2003/2004","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","10606","","","","0"
"2003/2004","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","50406","","","","0"
"2003/2004","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","42541","","","","0"
"2003/2004","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","7865","","","","0"
"2003/2004","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1359","","","","0"
"2003/2004","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","1332","","","","0"
"2003/2004","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","27","","","","0"
"2003/2004","Northwest Territories","2016A000261","In-migrants","Persons","249","units","0","v466501","16.13","2463","","","","0"
"2003/2004","Northwest Territories","2016A000261","Out-migrants","Persons","249","units","0","v466516","16.14","2568","","","","0"
"2003/2004","Northwest Territories","2016A000261","Net-migration","Persons","249","units","0","v466530","16.15","-105","","","","0"
"2003/2004","Nunavut","2016A000262","In-migrants","Persons","249","units","0","v466502","17.13","821","","","","0"
"2003/2004","Nunavut","2016A000262","Out-migrants","Persons","249","units","0","v466517","17.14","956","","","","0"
"2003/2004","Nunavut","2016A000262","Net-migration","Persons","249","units","0","v466531","17.15","-135","","","","0"
"2004/2005","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","285544","","","","0"
"2004/2005","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","285544","","","","0"
"2004/2005","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","8213","","","","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","11923","","","","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-3710","","","","0"
"2004/2005","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","2537","","","","0"
"2004/2005","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","2676","","","","0"
"2004/2005","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","-139","","","","0"
"2004/2005","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","15040","","","","0"
"2004/2005","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","18081","","","","0"
"2004/2005","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","-3041","","","","0"
"2004/2005","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","10604","","","","0"
"2004/2005","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","12678","","","","0"
"2004/2005","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-2074","","","","0"
"2004/2005","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","22733","","","","0"
"2004/2005","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","27696","","","","0"
"2004/2005","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-4963","","","","0"
"2004/2005","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","59492","","","","0"
"2004/2005","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","70664","","","","0"
"2004/2005","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","-11172","","","","0"
"2004/2005","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","12180","","","","0"
"2004/2005","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","19407","","","","0"
"2004/2005","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-7227","","","","0"
"2004/2005","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","13431","","","","0"
"2004/2005","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","22946","","","","0"
"2004/2005","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-9515","","","","0"
"2004/2005","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","82418","","","","0"
"2004/2005","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","47995","","","","0"
"2004/2005","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","34423","","","","0"
"2004/2005","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","54280","","","","0"
"2004/2005","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","46066","","","","0"
"2004/2005","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","8214","","","","0"
"2004/2005","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1426","","","","0"
"2004/2005","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","1373","","","","0"
"2004/2005","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","53","","","","0"
"2004/2005","Northwest Territories","2016A000261","In-migrants","Persons","249","units","0","v466501","16.13","2312","","","","0"
"2004/2005","Northwest Territories","2016A000261","Out-migrants","Persons","249","units","0","v466516","16.14","2980","","","","0"
"2004/2005","Northwest Territories","2016A000261","Net-migration","Persons","249","units","0","v466530","16.15","-668","","","","0"
"2004/2005","Nunavut","2016A000262","In-migrants","Persons","249","units","0","v466502","17.13","878","","","","0"
"2004/2005","Nunavut","2016A000262","Out-migrants","Persons","249","units","0","v466517","17.14","1059","","","","0"
"2004/2005","Nunavut","2016A000262","Net-migration","Persons","249","units","0","v466531","17.15","-181","","","","0"
"2005/2006","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","285868","","","","0"
"2005/2006","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","285868","","","","0"
"2005/2006","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","8295","","","","0"
"2005/2006","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","12637","","","","0"
"2005/2006","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-4342","","","","0"
"2005/2006","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","2460","","","","0"
"2005/2006","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","3099","","","","0"
"2005/2006","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","-639","","","","0"
"2005/2006","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","15063","","","","0"
"2005/2006","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","18087","","","","0"
"2005/2006","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","-3024","","","","0"
"2005/2006","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","10186","","","","0"
"2005/2006","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","13673","","","","0"
"2005/2006","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-3487","","","","0"
"2005/2006","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","19964","","","","0"
"2005/2006","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","29375","","","","0"
"2005/2006","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-9411","","","","0"
"2005/2006","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","55748","","","","0"
"2005/2006","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","73249","","","","0"
"2005/2006","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","-17501","","","","0"
"2005/2006","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","11444","","","","0"
"2005/2006","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","19325","","","","0"
