"REF_DATE","GEO","DGUID","Components of population growth","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015/2016","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060846993","8.7.1.1","104","","","","0"
"2016/2017","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060846993","8.7.1.1","1532","","","","0"
"2017/2018","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060846993","8.7.1.1","1456","","","","0"
"2018/2019","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060846993","8.7.1.1","1602","","","","0"
"2019/2020","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060846993","8.7.1.1","1584","","","","0"
"2015/2016","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060847326","8.8.1.1","1345","","","","0"
"2016/2017","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060847326","8.8.1.1","993","","","","0"
"2017/2018","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060847326","8.8.1.1","1023","","","","0"
"2018/2019","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060847326","8.8.1.1","1034","","","","0"
"2019/2020","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060847326","8.8.1.1","876","","","","0"
"2015/2016","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060847659","8.9.1.1","1644","","","","0"
"2016/2017","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060847659","8.9.1.1","1040","","","","0"
"2017/2018","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060847659","8.9.1.1","1175","","","","0"
"2018/2019","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060847659","8.9.1.1","1353","","","","0"
"2019/2020","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060847659","8.9.1.1","871","","","","0"
"2015/2016","Halifax (CMA), Nova Scotia","2016S0503205","Residual deviation","Both sexes","All ages","Persons","249","units","0","v1060847992","8.10.1.1","-1922","","","","0"
"2015/2016","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","249","units","0","v1060860337","13.1.1.1","1395","","","","0"
"2016/2017","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","249","units","0","v1060860337","13.1.1.1","1379","","","","0"
"2017/2018","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","249","units","0","v1060860337","13.1.1.1","1294","","","","0"
"2018/2019","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","249","units","0","v1060860337","13.1.1.1","1400","","","","0"
"2019/2020","Moncton (CMA), New Brunswick","2016S0503305","Births","Both sexes","All ages","Persons","249","units","0","v1060860337","13.1.1.1","1387","","","","0"
"2015/2016","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","249","units","0","v1060860343","13.2.1.1","1097","","","","0"
"2016/2017","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","249","units","0","v1060860343","13.2.1.1","1173","","","","0"
"2017/2018","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","249","units","0","v1060860343","13.2.1.1","1185","","","","0"
"2018/2019","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","249","units","0","v1060860343","13.2.1.1","1289","","","","0"
"2019/2020","Moncton (CMA), New Brunswick","2016S0503305","Deaths","Both sexes","All ages","Persons","249","units","0","v1060860343","13.2.1.1","1326","","","","0"
"2015/2016","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060860676","13.3.1.1","1235","","","","0"
"2016/2017","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060860676","13.3.1.1","961","","","","0"
"2017/2018","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060860676","13.3.1.1","1385","","","","0"
"2018/2019","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060860676","13.3.1.1","1694","","","","0"
"2019/2020","Moncton (CMA), New Brunswick","2016S0503305","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060860676","13.3.1.1","1750","","","","0"
"2015/2016","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060861009","13.4.1.1","92","","","","0"
"2016/2017","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060861009","13.4.1.1","65","","","","0"
"2017/2018","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060861009","13.4.1.1","114","","","","0"
"2018/2019","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060861009","13.4.1.1","116","","","","0"
"2019/2020","Moncton (CMA), New Brunswick","2016S0503305","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060861009","13.4.1.1","83","","","","0"
"2015/2016","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060861342","13.5.1.1","45","","","","0"
"2016/2017","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060861342","13.5.1.1","85","","","","0"
"2017/2018","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060861342","13.5.1.1","117","","","","0"
"2018/2019","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060861342","13.5.1.1","74","","","","0"
"2019/2020","Moncton (CMA), New Brunswick","2016S0503305","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060861342","13.5.1.1","63","","","","0"
"2015/2016","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060861675","13.6.1.1","39","","","","0"
"2016/2017","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060861675","13.6.1.1","34","","","","0"
"2017/2018","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060861675","13.6.1.1","35","","","","0"
"2018/2019","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060861675","13.6.1.1","37","","","","0"
"2019/2020","Moncton (CMA), New Brunswick","2016S0503305","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060861675","13.6.1.1","21","","","","0"
"2015/2016","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060862008","13.7.1.1","-287","","","","0"
"2016/2017","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060862008","13.7.1.1","131","","","","0"
"2017/2018","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060862008","13.7.1.1","182","","","","0"
"2018/2019","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060862008","13.7.1.1","552","","","","0"
"2019/2020","Moncton (CMA), New Brunswick","2016S0503305","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060862008","13.7.1.1","352","","","","0"
"2015/2016","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060862341","13.8.1.1","688","","","","0"
"2016/2017","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060862341","13.8.1.1","565","","","","0"
"2017/2018","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060862341","13.8.1.1","345","","","","0"
"2018/2019","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060862341","13.8.1.1","428","","","","0"
"2019/2020","Moncton (CMA), New Brunswick","2016S0503305","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060862341","13.8.1.1","431","","","","0"
"2015/2016","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060862674","13.9.1.1","434","","","","0"
"2016/2017","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060862674","13.9.1.1","122","","","","0"
"2017/2018","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060862674","13.9.1.1","133","","","","0"
"2018/2019","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060862674","13.9.1.1","604","","","","0"
"2019/2020","Moncton (CMA), New Brunswick","2016S0503305","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060862674","13.9.1.1","272","","","","0"
"2015/2016","Moncton (CMA), New Brunswick","2016S0503305","Residual deviation","Both sexes","All ages","Persons","249","units","0","v1060863007","13.10.1.1","-182","","","","0"
"2015/2016","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","249","units","0","v1060863340","14.1.1.1","1258","","","","0"
"2016/2017","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","249","units","0","v1060863340","14.1.1.1","1136","","","","0"
"2017/2018","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","249","units","0","v1060863340","14.1.1.1","1196","","","","0"
"2018/2019","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","249","units","0","v1060863340","14.1.1.1","1179","","","","0"
"2019/2020","Saint John (CMA), New Brunswick","2016S0503310","Births","Both sexes","All ages","Persons","249","units","0","v1060863340","14.1.1.1","1169","","","","0"
"2015/2016","Saint John (CMA), New Brunswick","2016S0503310","Deaths","Both sexes","All ages","Persons","249","units","0","v1060863346","14.2.1.1","1163","","","","0"
"2016/2017","Saint John (CMA), New Brunswick","2016S0503310","Deaths","Both sexes","All ages","Persons","249","units","0","v1060863346","14.2.1.1","1251","","","","0"
"2017/2018","Saint John (CMA), New Brunswick","2016S0503310","Deaths","Both sexes","All ages","Persons","249","units","0","v1060863346","14.2.1.1","1269","","","","0"
"2018/2019","Saint John (CMA), New Brunswick","2016S0503310","Deaths","Both sexes","All ages","Persons","249","units","0","v1060863346","14.2.1.1","1362","","","","0"
"2019/2020","Saint John (CMA), New Brunswick","2016S0503310","Deaths","Both sexes","All ages","Persons","249","units","0","v1060863346","14.2.1.1","1391","","","","0"
"2015/2016","Saint John (CMA), New Brunswick","2016S0503310","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060863679","14.3.1.1","1172","","","","0"
"2016/2017","Saint John (CMA), New Brunswick","2016S0503310","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060863679","14.3.1.1","801","","","","0"
"2017/2018","Saint John (CMA), New Brunswick","2016S0503310","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060863679","14.3.1.1","784","","","","0"
"2018/2019","Saint John (CMA), New Brunswick","2016S0503310","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060863679","14.3.1.1","894","","","","0"
"2019/2020","Saint John (CMA), New Brunswick","2016S0503310","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060863679","14.3.1.1","890","","","","0"
"2015/2016","Saint John (CMA), New Brunswick","2016S0503310","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060864012","14.4.1.1","73","","","","0"
"2016/2017","Saint John (CMA), New Brunswick","2016S0503310","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060864012","14.4.1.1","78","","","","0"
